recid	lon	lat	avgt
42572217002	 -83.47	 32.27	  8.11
42572217004	 -83.25	 33.08	  6.79
42572218000	 -81.97	 33.37	  7.56
42572218002	 -81.32	 33.37	  7.95
42572218003	 -82.65	 33.42	  7.63
42572219000	 -84.42	 33.65	  5.47
42572219001	 -83.87	 33.60	  6.38
42572220001	 -85.03	 29.73	 11.69
42572223000	 -88.25	 30.68	 10.61
42572223001	 -88.48	 30.40	 11.27
42572223003	 -87.88	 30.55	 11.01
42572225002	 -84.95	 32.52	  8.09
42572225004	 -85.18	 32.87	   7.5
42572226000	 -86.40	 32.30	  8.25
42572226001	 -85.95	 31.78	  9.31
42572226002	 -86.32	 31.95	   7.9
42572226006	 -87.00	 32.42	  9.16
42572227002	 -84.02	 34.55	  3.99
42572228000	 -86.75	 33.57	  6.24
42572229001	 -87.58	 32.70	  7.91
42572229002	 -87.62	 33.23	  6.11
42572231002	 -90.73	 29.58	  12.7
42572231003	 -90.78	 29.77	 11.89
42572231004	 -91.55	 29.82	 11.47
42572231005	 -90.02	 29.82	 11.33
42572231006	 -90.13	 29.92	 11.63
42572231008	 -91.03	 30.07	 11.28
42572231009	 -91.13	 30.53	 10.33
42572233001	 -89.38	 30.30	  9.74
42572233002	 -90.12	 30.53	 10.65
42572233003	 -90.53	 30.70	  9.51
42572233004	 -89.55	 30.85	 10.53
42572233006	 -89.83	 31.25	  9.59
42572233007	 -89.30	 31.32	  9.18
42572234000	 -88.75	 32.33	  7.42
42572234001	 -89.12	 31.68	  8.17
42572234003	 -87.73	 31.92	  7.62
42572234004	 -88.57	 32.55	  7.17
42572234005	 -88.13	 32.83	  6.33
42572234006	 -89.07	 33.13	  5.79
42572235000	 -90.08	 32.32	   7.5
42572235001	 -90.45	 31.55	  9.18
42572235002	 -90.10	 31.55	  7.49
42572235003	 -91.23	 31.95	  7.97
42572235005	 -90.37	 31.97	  8.45
42572235011	 -91.02	 33.38	  6.17
42572235012	 -90.52	 33.45	  6.49
42572240000	 -93.22	 30.12	  10.9
42572240001	 -92.67	 30.20	 11.28
42572241001	 -94.02	 29.95	 11.11
42572242000	 -94.80	 29.30	 12.08
42572243000	 -95.35	 29.97	 11.67
42572243002	 -95.28	 29.65	 11.67
42572243005	 -94.80	 30.05	 10.56
42572243006	 -96.40	 30.17	  9.93
42572247001	 -94.35	 32.53	  6.98
42572248000	 -93.78	 32.47	  8.16
42572249001	 -97.82	 32.77	  5.95
42572250000	 -97.42	 25.92	 15.23
42572250003	 -98.87	 26.38	 13.31
42572251000	 -97.50	 27.77	 13.21
42572251001	 -98.13	 27.23	 12.99
42572251002	 -97.82	 27.50	 13.75
42572251004	 -97.28	 27.68	 13.82
42572251005	 -98.07	 27.73	 13.12
42572251007	 -97.70	 28.45	 11.69
42572253000	 -98.47	 29.53	 10.23
42572253001	 -99.42	 28.03	  11.7
42572253008	 -98.72	 29.80	  9.29
42572253009	 -98.42	 30.10	  8.14
42572254000	 -97.70	 30.30	   9.9
42572254004	 -98.68	 30.75	  7.95
42572255000	 -96.92	 28.85	 12.03
42572255002	 -96.23	 29.05	 12.35
42572255003	 -96.95	 29.47	 11.83
42572256000	 -97.22	 31.62	  8.47
42572256002	 -96.48	 31.68	  7.86
42572257003	 -98.18	 31.05	  7.36
42572257005	 -97.32	 31.08	  8.39
42572259000	 -97.03	 32.90	  7.36
42572259003	 -96.12	 33.15	  5.67
42572259004	 -97.07	 33.63	  5.06
42572260001	 -99.00	 31.72	  6.79
42572260002	 -98.33	 32.10	  6.57
42572262002	-104.23	 32.42	  5.91
42572263000	-100.50	 31.37	  7.81
42572263002	 -99.98	 31.73	  7.81
42572264003	-103.50	 31.42	  7.07
42572265000	-102.18	 31.95	  6.63
42572265001	-102.20	 31.13	  8.29
42572265002	-103.20	 31.78	  6.74
42572265004	-102.67	 32.72	   5.2
42572266000	 -99.68	 32.42	  7.38
42572266003	 -99.75	 33.17	  5.85
42572267000	-101.82	 33.65	  4.23
42572267002	-101.25	 33.65	  3.96
42572268000	-104.53	 33.30	  3.53
42572269001	-106.75	 32.28	  5.91
42572270000	-106.40	 31.80	  6.43
42572271001	-108.15	 32.80	  2.55
42572271002	-107.18	 33.15	  5.15
42572273002	-109.60	 31.47	  6.92
42572273004	-110.05	 31.70	  9.09
42572274000	-110.93	 32.12	 10.61
42572274003	-109.68	 32.82	  6.65
42572278000	-112.02	 33.43	 10.77
42572278004	-110.88	 33.40	  6.79
42572278008	-111.15	 33.67	  9.28
42572278009	-112.73	 33.98	  8.79
42572280001	-114.65	 32.62	 11.77
42572280003	-114.72	 33.62	 12.47
42572281003	-115.55	 32.95	 12.48
42572289001	-118.15	 34.15	 13.45
42572290000	-117.17	 32.73	 13.46
42572290002	-117.10	 32.60	 12.14
42572290003	-117.20	 32.70	 13.35
42572293001	-116.58	 32.98	  4.69
42572295000	-118.27	 33.72	 13.78
42572297002	-117.88	 33.60	 13.12
42572297003	-117.73	 33.67	 13.03
42572297006	-117.78	 33.73	  12.6
42572304000	 -75.55	 35.27	   8.0
42572306000	 -78.78	 35.87	   4.8
42572306001	 -78.35	 35.52	   5.8
42572306002	 -77.95	 35.70	  4.78
42572306003	 -77.53	 35.88	  5.33
42572306005	 -78.32	 36.10	   3.1
42572308000	 -76.20	 36.90	  4.69
42572308002	 -76.20	 36.32	  4.97
42572308004	 -76.28	 36.95	  5.29
42572309001	 -76.88	 34.90	  7.27
42572309003	 -77.53	 35.22	  5.91
42572310001	 -81.77	 33.98	  6.01
42572310002	 -81.02	 33.98	  8.33
42572310003	 -81.42	 34.20	  7.17
42572310005	 -81.08	 34.37	  5.81
42572311000	 -83.32	 33.95	  6.14
42572311001	 -82.72	 33.72	  5.26
42572311002	 -82.58	 34.08	  5.88
42572311003	 -83.85	 34.30	  5.05
42572311004	 -83.32	 34.58	  6.08
42572312000	 -82.22	 34.90	  5.53
42572312001	 -82.20	 34.17	  5.54
42572312003	 -82.03	 34.50	  5.83
42572312004	 -82.67	 34.53	  6.04
42572312005	 -81.52	 34.63	  6.47
42572312006	 -82.82	 34.68	  5.63
42572312007	 -83.08	 34.75	  5.29
42572314000	 -80.93	 35.22	  5.07
42572314001	 -81.03	 34.93	  6.34
42572314002	 -80.50	 34.97	  5.67
42572314005	 -80.88	 35.82	  3.65
42572314006	 -81.53	 35.92	  4.51
42572315000	 -82.55	 35.43	  2.69
42572315001	 -83.18	 35.05	  2.63
42572315002	 -82.45	 35.33	  2.96
42572315003	 -82.97	 35.48	  2.33
42572315005	 -81.68	 35.75	  4.27
42572315008	 -82.40	 36.48	  1.89
42572317000	 -79.95	 36.08	  3.78
42572317001	 -80.48	 35.68	  4.47
42572317003	 -79.70	 36.38	  3.39
42572317004	 -80.62	 36.52	  3.04
42572317005	 -79.38	 36.58	  3.41
42572320003	 -85.62	 34.57	  2.99
42572323001	 -86.77	 34.65	   5.0
42572323004	 -87.77	 35.30	  2.57
42572324000	 -85.20	 35.03	  4.02
42572324002	 -85.80	 35.68	  3.91
42572326000	 -83.98	 35.80	  3.61
42572326002	 -83.20	 35.98	  2.03
42572326003	 -85.13	 36.02	   0.6
42572326005	 -82.98	 36.42	  1.97
42572326007	 -84.17	 36.73	  2.56
42572327000	 -86.68	 36.12	  3.57
42572327001	 -86.80	 35.45	   2.6
42572327002	 -86.37	 35.92	  4.57
42572327004	 -87.38	 36.07	  3.65
42572330003	 -90.97	 36.27	  3.13
42572330005	 -90.82	 36.58	  2.15
42572334000	 -90.00	 35.05	   4.8
42572334003	 -89.43	 34.82	  3.85
42572334004	 -90.00	 34.83	  4.83
42572334006	 -89.67	 35.57	  3.21
42572334008	 -88.83	 35.62	  3.18
42572340000	 -92.25	 34.83	   5.0
42572340001	 -91.27	 33.80	  5.49
42572340004	 -91.18	 34.88	  4.46
42572340006	 -92.47	 35.08	  5.26
42572340007	 -91.28	 35.60	  4.89
42572341001	 -95.52	 34.00	  6.85
42572341002	 -95.63	 34.25	  5.48
42572341003	 -94.27	 34.57	  5.22
42572344000	 -94.37	 35.33	  4.28
42572344001	 -94.62	 35.05	  5.37
42572344003	 -94.17	 36.10	  3.67
42572344004	 -94.45	 36.43	  2.59
42572349001	 -93.65	 35.30	  5.29
42572351000	 -98.48	 33.97	  5.78
42572351001	 -98.00	 34.17	  6.37
42572352001	 -99.68	 34.25	  4.16
42572352003	 -99.33	 34.58	  5.17
42572352005	 -99.43	 34.83	  4.96
42572352007	 -99.80	 35.20	  3.95
42572353000	 -97.60	 35.38	  3.88
42572353001	 -98.32	 35.63	  3.79
42572353002	 -97.90	 35.85	  3.73
42572354004	 -97.45	 35.88	   3.9
42572355001	 -98.45	 34.62	  5.07
42572355003	 -98.57	 35.12	  4.05
42572356000	 -95.88	 36.20	  3.36
42572356001	 -95.58	 36.32	  2.56
42572356002	 -96.35	 36.67	   3.1
42572356003	 -96.00	 36.75	   3.1
42572360002	-104.58	 36.37	 -1.33
42572363000	-101.72	 35.22	  2.49
42572363001	-102.25	 35.53	  1.41
42572363002	-100.63	 35.70	  1.87
42572365000	-106.62	 35.05	  1.37
42572365002	-106.75	 34.77	  1.21
42572365007	-106.68	 35.77	  0.11
42572370001	-114.22	 34.22	 12.31
42572370002	-114.62	 34.77	 11.84
42572371002	-112.53	 37.05	  2.21
42572371003	-112.98	 37.22	  4.84
42572371006	-111.60	 37.77	 -1.43
42572374000	-110.73	 35.02	  0.46
42572374003	-109.38	 34.52	  0.97
42572374004	-110.17	 34.90	   0.1
42572376002	-112.43	 34.57	  2.41
42572376003	-112.43	 34.65	  3.24
42572376004	-111.70	 35.10	 -1.78
42572376005	-112.18	 35.25	  0.85
42572376006	-111.73	 35.27	 -3.49
42572376007	-112.88	 35.32	  3.27
42572383001	-118.43	 34.70	  7.55
42572383003	-118.75	 35.03	  8.15
42572384000	-119.05	 35.43	  8.79
42572384001	-119.33	 35.60	  8.02
42572386000	-115.17	 36.08	  7.71
42572386001	-114.92	 35.47	  7.29
42572386002	-114.85	 35.98	  9.09
42572389000	-119.72	 36.77	  7.78
42572389001	-119.03	 36.38	  8.14
42572390001	-120.68	 35.63	  8.71
42572390002	-120.63	 35.67	  8.52
42572391003	-119.68	 34.42	 12.69
42572391004	-119.23	 34.45	 11.53
42572394000	-120.45	 34.90	 10.32
42572394002	-120.67	 35.30	 11.46
42572401000	 -77.33	 37.50	  2.97
42572401001	 -77.30	 37.30	  4.93
42572403001	 -78.12	 38.22	  1.43
42572403002	 -78.47	 38.90	  1.14
42572404004	 -76.18	 38.72	  2.36
42572405000	 -77.03	 38.85	  2.41
42572405002	 -77.30	 38.50	  2.11
42572406000	 -76.67	 39.18	  0.61
42572406003	 -76.90	 39.10	   1.7
42572406005	 -76.07	 39.22	  1.55
42572406006	 -76.62	 39.28	  2.55
42572406007	 -76.87	 39.33	  0.31
42572407000	 -74.57	 39.45	  0.42
42572407002	 -75.07	 39.37	  0.46
42572407003	 -74.43	 39.38	  1.75
42572408000	 -75.20	 40.00	   0.1
42572408001	 -75.52	 39.15	  1.99
42572408003	 -75.60	 39.67	  0.17
42572408004	 -75.53	 39.77	  0.13
42572408005	 -74.78	 39.80	  -0.1
42572408008	 -74.97	 39.97	  0.17
42572409005	 -74.57	 40.27	 -0.04
42572410001	 -78.38	 37.33	  3.19
42572410002	 -79.43	 37.78	  1.68
42572410003	 -78.52	 38.03	  2.36
42572411000	 -79.97	 37.32	  2.33
42572411001	 -79.90	 37.00	  1.89
42572412000	 -81.12	 37.78	 -0.56
42572412001	 -81.33	 37.08	 -0.67
42572412002	 -81.22	 37.30	   0.2
42572412004	 -80.40	 37.85	 -0.03
42572414000	 -81.60	 38.37	  1.04
42572414001	 -81.92	 38.53	  0.47
42572414006	 -81.85	 39.65	  -1.3
42572417001	 -78.93	 38.45	  0.39
42572417005	 -80.22	 38.98	 -0.33
42572417006	 -79.67	 39.10	 -1.35
42572417007	 -79.40	 39.40	 -2.54
42572417009	 -78.75	 39.63	  0.34
42572421000	 -84.67	 39.05	 -0.21
42572421001	 -84.62	 38.65	 -0.62
42572422000	 -84.60	 38.03	  0.43
42572422002	 -84.30	 37.57	  2.34
42572422003	 -84.87	 38.23	  0.09
42572423000	 -85.73	 38.18	  0.97
42572423003	 -86.48	 38.55	 -1.01
42572423004	 -86.08	 38.62	  0.44
42572424001	 -85.50	 37.25	  1.08
42572424002	 -86.30	 37.52	  1.95
42572425000	 -82.55	 38.37	  0.92
42572425003	 -83.55	 38.12	  1.35
42572425004	 -82.62	 38.45	 -0.03
42572425005	 -82.88	 38.75	  0.83
42572426001	 -82.98	 39.12	 -1.16
42572426002	 -83.62	 39.20	 -1.82
42572426004	 -82.95	 39.62	 -0.19
42572428000	 -82.88	 40.00	  -1.1
42572428003	 -83.78	 40.10	 -3.53
42572428006	 -83.60	 40.65	 -2.63
42572429000	 -84.20	 39.90	 -1.68
42572429001	 -85.18	 39.87	 -2.89
42572429002	 -84.65	 40.10	 -3.21
42572432000	 -87.53	 38.05	  0.36
42572432002	 -87.88	 37.95	  0.19
42572432003	 -88.50	 38.10	  1.02
42572432004	 -88.87	 38.35	  0.71
42572432005	 -87.58	 38.35	  0.53
42572432007	 -86.80	 38.67	 -0.73
42572432008	 -88.07	 38.70	  0.18
42572432009	 -87.50	 38.73	 -0.84
42572432010	 -87.62	 39.00	 -0.32
42572434000	 -90.37	 38.75	 -0.26
42572435000	 -88.77	 37.07	  1.78
42572435001	 -89.05	 36.40	   2.6
42572435003	 -89.23	 37.47	  1.34
42572435004	 -88.52	 37.73	  1.87
42572438000	 -86.27	 39.73	 -1.88
42572438001	 -86.55	 38.88	 -0.87
42572438005	 -85.45	 39.60	 -2.78
42572438006	 -86.85	 39.63	 -2.27
42572438007	 -87.23	 39.77	 -1.35
42572438009	 -86.93	 39.97	 -2.98
42572438010	 -86.35	 40.00	 -2.62
42572438011	 -85.72	 40.10	 -2.73
42572439002	 -89.48	 39.15	 -0.71
42572439003	 -89.87	 39.28	 -0.89
42572439005	 -89.70	 39.80	 -2.54
42572440000	 -93.38	 37.23	  1.24
42572440001	 -93.15	 36.27	  2.95
42572440003	 -94.37	 36.87	  2.79
42572440004	 -94.50	 37.15	  1.82
42572440005	 -93.95	 37.38	  1.99
42572440006	 -94.27	 37.50	  0.61
42572440007	 -94.03	 38.20	  0.98
42572445000	 -92.22	 38.82	 -0.34
42572445002	 -92.18	 38.58	  0.09
42572445004	 -92.43	 39.40	 -2.79
42572446005	 -94.33	 38.88	  0.52
42572446007	 -94.93	 39.32	  -0.8
42572449001	 -95.12	 39.57	 -0.96
42572449002	 -95.52	 39.67	 -1.54
42572449004	 -94.68	 40.25	 -3.21
42572450000	 -97.43	 37.65	  0.78
42572450002	 -96.83	 37.82	  0.91
42572451000	 -99.97	 37.77	 -0.04
42572451001	-100.53	 36.82	  1.94
42572451005	-100.90	 38.48	  0.13
42572451006	 -99.33	 38.87	  -1.8
42572452001	 -98.35	 36.77	  2.69
42572455002	 -96.58	 39.20	 -0.24
42572456000	 -95.62	 39.07	 -0.73
42572456001	 -95.28	 38.62	  0.28
42572456004	 -95.27	 38.97	  0.51
42572458000	 -97.65	 39.55	 -1.65
42572458001	 -97.70	 39.13	 -0.08
42572460002	-101.62	 36.60	  2.12
42572460003	-102.48	 36.73	  1.97
42572460004	-101.22	 36.87	  2.15
42572460005	-100.92	 37.05	  2.45
42572462000	-105.87	 37.43	 -8.58
42572462001	-104.95	 36.47	   0.1
42572462003	-105.40	 36.70	 -7.24
42572462004	-106.58	 36.92	 -5.08
42572462007	-106.35	 37.67	 -5.49
42572464000	-104.50	 38.28	 -0.59
42572464001	-104.48	 37.17	  0.59
42572464002	-104.33	 37.25	 -0.41
42572464003	-103.70	 38.03	 -0.45
42572465000	-101.68	 39.37	 -1.75
42572465001	-102.35	 38.82	 -1.21
42572465002	-101.80	 39.77	 -0.11
42572465003	-102.23	 40.07	 -0.31
42572466001	-104.72	 38.82	 -1.19
42572469000	-104.87	 39.78	 -0.22
42572469001	-106.03	 39.63	 -8.48
42572469007	-105.27	 40.00	  1.14
42572470001	-110.72	 38.37	 -1.96
42572470002	-110.17	 39.00	 -2.23
42572470003	-111.63	 39.25	 -2.65
42572471002	-112.43	 37.82	 -3.64
42572471003	-112.83	 37.83	 -0.95
42572471007	-112.08	 38.77	  -1.6
42572471008	-112.32	 38.95	 -0.91
42572476000	-108.53	 39.12	 -1.97
42572476001	-107.88	 38.48	 -2.69
42572476006	-108.75	 39.17	 -2.59
42572480004	-118.10	 38.38	  1.57
42572481001	-120.52	 37.28	  8.11
42572483001	-121.77	 38.53	  7.83
42572483003	-121.50	 38.60	  8.76
42572486000	-114.85	 39.28	 -3.77
42572486001	-114.77	 39.40	 -2.18
42572487001	-113.57	 37.12	  5.37
42572487002	-113.92	 37.80	 -1.02
42572488000	-119.78	 39.50	  1.55
42572488001	-120.13	 39.17	 -0.92
42572488002	-118.72	 39.42	  1.53
42572488003	-118.78	 39.45	  1.63
42572491004	-122.02	 36.98	  9.85
42572492000	-121.25	 37.90	  7.69
42572494000	-122.38	 37.62	  9.48
42572501003	 -72.30	 40.95	 -0.11
42572502002	 -74.40	 40.60	 -0.35
42572502003	 -74.17	 40.70	  0.46
42572502005	 -74.43	 41.03	 -2.99
42572502006	 -74.68	 41.38	  -2.7
42572503001	 -73.97	 40.78	  0.97
42572503004	 -73.80	 41.27	 -3.25
42572503005	 -73.97	 41.38	 -1.76
42572504001	 -73.55	 41.13	 -1.47
42572504002	 -73.13	 41.17	 -0.75
42572504006	 -74.15	 41.77	 -3.41
42572507002	 -72.05	 41.35	 -1.35
42572507003	 -71.53	 41.48	 -1.41
42572507005	 -70.93	 41.63	  0.45
42572507006	 -71.43	 41.73	 -1.28
42572507007	 -71.07	 41.90	 -2.34
42572508000	 -72.68	 41.93	 -2.66
42572508003	 -73.37	 41.95	 -3.89
42572508004	 -73.40	 42.18	 -4.63
42572509000	 -71.03	 42.37	 -0.94
42572513000	 -75.73	 41.33	 -2.85
42572514000	 -76.92	 41.25	 -2.49
42572514003	 -77.87	 40.80	 -2.97
42572515000	 -75.98	 42.22	 -5.06
42572515002	 -75.87	 41.83	 -5.67
42572515003	 -76.80	 42.10	 -4.08
42572515006	 -75.53	 42.53	  -5.9
42572515007	 -76.18	 42.60	 -5.15
42572517000	 -75.43	 40.65	 -2.15
42572517001	 -75.93	 40.42	  0.21
42572517002	 -74.88	 40.57	  -2.0
42572517004	 -75.08	 40.83	 -2.55
42572518000	 -73.80	 42.75	 -4.93
42572518002	 -73.68	 42.75	 -4.21
42572518003	 -73.82	 43.03	 -5.47
42572518004	 -74.35	 43.05	 -5.37
42572518005	 -73.62	 43.35	 -6.17
42572519000	 -76.12	 43.12	 -4.06
42572519002	 -76.50	 43.47	 -3.41
42572520000	 -80.22	 40.50	 -1.12
42572520001	 -79.72	 39.92	  0.35
42572520002	 -81.00	 40.27	 -1.33
42572521000	 -81.43	 40.92	 -2.79
42572521001	 -81.92	 39.83	 -0.69
42572521003	 -81.87	 40.25	 -2.05
42572521004	 -81.92	 40.55	 -1.99
42572521005	 -80.90	 40.72	 -2.96
42572521006	 -81.92	 40.78	 -3.03
42572523002	 -77.78	 42.25	 -4.86
42572523003	 -78.02	 42.30	 -4.53
42572523004	 -77.35	 42.35	 -3.63
42572523005	 -77.72	 42.57	 -3.23
42572523007	 -77.62	 42.78	 -4.26
42572524000	 -81.87	 41.42	 -2.64
42572524003	 -82.62	 41.27	 -2.25
42572525000	 -80.67	 41.25	 -3.61
42572525001	 -80.37	 41.02	 -1.85
42572525002	 -80.82	 41.20	 -2.05
42572525005	 -79.82	 41.38	  -3.4
42572526000	 -80.18	 42.08	  -2.5
42572526001	 -78.75	 41.42	 -4.71
42572526002	 -79.15	 41.85	 -2.99
42572528000	 -78.73	 42.93	 -3.53
42572528002	 -79.30	 42.45	 -2.63
42572528003	 -78.52	 42.75	 -4.79
42572529001	 -77.03	 42.88	 -3.87
42572529002	 -78.18	 42.98	 -3.76
42572529003	 -77.67	 43.13	 -3.47
42572530000	 -87.90	 42.00	 -4.87
42572530001	 -88.35	 41.75	 -5.04
